id,专利类型,案件受理年份,案件判决年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
1706,3,2016,2017,1,0,1,1,1,6,5,2,5,0,2
1707,3,2017,2018,0,0,1,1,1,6,5,3,5,0,3
1708,3,2018,2019,0,0,1,0,1,5,3,4,5,0,2
1709,3,2014,2015,0,0,0,0,0,1,5,3,5,1,0
1710,3,2016,2017,0,0,1,0,0,1,2,4,5,0,1
1711,3,2016,2017,0,0,1,0,0,2,2,4,5,0,1
1712,3,2016,2017,0,0,1,0,0,2,2,4,5,0,1
1713,3,2016,2017,0,0,1,0,0,2,2,4,5,0,1
1714,3,2016,2017,0,0,1,1,1,6,2,3,5,0,2
1715,3,2016,2017,0,0,1,1,1,6,2,3,5,0,2
1716,3,2014,2015,0,0,1,0,0,1,0,5,5,1,0
1717,3,2017,2017,0,0,1,0,1,3,2,3,5,0,2
1718,3,2015,2016,0,0,1,1,1,6,5,3,5,0,2
1719,3,2015,2016,0,0,1,0,0,1,3,2,5,0,1
1720,3,2018,2018,0,0,1,1,1,4,5,3,5,0,2
1721,3,2017,2018,0,0,1,0,1,4,5,3,5,0,2
1722,3,2017,2018,0,0,1,1,1,3,5,3,5,0,2
1723,3,2015,2016,0,0,1,0,0,1,2,3,4,0,1
1724,3,2016,2016,0,0,1,1,1,6,2,3,5,0,2
1725,3,2018,2018,0,0,1,1,1,6,2,4,4,0,2
1726,3,2014,2015,0,0,0,0,1,3,2,3,5,1,0
1727,3,2014,2015,0,0,0,0,1,3,2,3,5,1,0
1728,3,2014,2015,0,0,0,0,1,3,2,3,4,1,0
1729,3,2015,2015,0,0,1,1,1,5,3,4,4,0,2
1730,3,2019,2019,0,0,1,0,1,3,0,4,4,0,2
1731,3,2018,2018,0,0,1,1,1,6,3,3,4,1,0
1732,3,2016,2016,0,0,1,0,1,2,2,4,4,0,2
1733,3,2015,2017,0,0,1,0,1,3,0,4,5,0,2
1734,3,2017,2018,0,0,1,0,0,1,0,4,5,1,0
1735,3,2018,2019,0,0,1,0,0,1,0,4,5,1,0
1736,3,2015,2016,0,0,1,1,1,6,4,4,4,0,2
1737,3,2018,2019,0,0,1,0,1,3,5,4,5,0,4
1738,3,2018,2018,0,0,1,0,1,4,0,4,4,0,2
1739,3,2015,2016,0,0,1,0,1,3,2,4,4,0,2
1740,3,2016,2016,0,0,1,0,1,3,2,4,5,0,2
1741,3,2015,2015,0,0,1,0,1,3,0,4,5,0,3
1742,3,2018,2019,0,0,1,1,1,6,2,4,5,1,0
1743,3,2017,2018,0,0,1,0,0,2,2,4,4,0,2
1744,3,2019,2019,0,1,1,0,0,1,0,4,5,1,0
1745,3,2019,2019,0,1,1,0,0,1,0,4,5,1,0
1746,3,2019,2019,0,1,1,0,0,1,0,4,5,1,0
1747,3,2019,2019,0,0,1,0,0,2,2,4,5,0,1
1748,3,2016,2017,0,0,1,1,1,6,0,4,4,0,2
1749,3,2017,2017,0,0,1,0,0,2,0,4,5,0,2
1750,3,2017,2017,0,0,1,1,1,4,0,4,5,0,2
1751,3,2017,2017,0,0,1,0,1,3,0,3,4,0,2
1752,3,2017,2018,0,0,1,0,1,3,2,4,4,1,0
1753,3,2015,2015,0,0,1,1,1,5,3,4,4,0,2
1754,3,2014,2015,0,0,1,1,1,4,2,4,5,1,0
1755,3,2017,2018,0,0,1,1,1,6,2,4,5,0,2
1756,3,2015,2016,0,0,1,0,1,3,2,4,5,0,2
1757,3,2017,2017,0,0,1,0,1,6,4,4,5,0,2
1758,3,2016,2018,0,0,1,1,1,4,4,1,5,0,4
1759,3,2016,2018,0,0,1,0,0,2,2,4,2,1,0
1760,3,2017,2017,0,0,1,1,1,6,2,4,4,0,2
1761,3,2017,2017,0,0,1,0,1,6,0,4,4,0,2
1762,3,2014,2015,0,0,1,1,1,3,2,4,4,0,2
1763,3,2015,2015,0,0,1,0,0,2,2,4,5,0,1
1764,3,2018,2019,0,1,1,0,1,6,0,4,4,0,2
1765,3,2018,2019,0,1,1,0,0,1,0,3,5,0,4
1766,3,2017,2018,0,0,1,1,1,6,5,3,5,0,2
1767,3,2018,2018,0,0,1,0,1,4,4,3,4,0,2
1768,3,2014,2015,0,0,0,0,0,1,3,3,4,1,0
1769,3,2018,2019,1,0,1,1,0,1,4,2,5,0,2
1770,3,2017,2017,0,0,1,0,0,2,3,4,4,0,2
1771,3,2015,2016,0,0,1,1,0,3,2,3,4,0,2
1772,3,2015,2015,0,0,1,0,1,3,4,3,5,0,1
1773,3,2015,2015,0,0,1,0,1,3,4,3,5,0,1
1774,3,2015,2015,0,0,1,0,1,5,4,4,5,0,2
1775,3,2016,2017,0,0,1,1,1,3,4,4,5,0,2
1776,3,2017,2018,0,0,1,0,1,2,3,4,4,0,2
1777,3,2016,2016,0,0,1,0,1,6,4,4,4,1,0
1778,3,2015,2016,0,0,1,0,0,2,2,4,2,0,1
1779,3,2016,2017,0,0,0,0,0,2,0,4,3,1,0
1780,3,2016,2017,0,0,0,0,0,1,2,4,5,1,0
1781,3,2016,2017,0,0,0,1,0,1,0,4,5,0,2
1782,3,2018,2018,0,0,0,0,0,1,0,4,4,0,1
1783,3,2017,2017,0,0,0,1,1,3,2,4,4,0,1
1784,3,2015,2016,0,0,0,1,0,3,3,4,5,0,2
1785,3,2017,2017,0,0,0,0,0,1,0,4,5,0,1
1786,3,2016,2016,0,0,0,1,0,3,0,4,5,0,2
1787,3,2017,2018,0,0,1,0,1,4,4,3,4,1,0
1788,3,2017,2017,0,0,1,1,1,6,4,4,5,0,2
1789,3,2014,2015,0,0,1,1,1,6,4,3,4,1,0
1790,3,2016,2016,0,0,1,1,1,3,0,4,4,1,0
1791,3,2016,2016,0,0,1,0,0,2,0,4,4,1,0
1792,3,2018,2019,0,0,1,0,1,6,0,4,3,0,2
1793,3,2015,2015,0,0,1,0,1,3,3,4,4,0,2
1794,3,2016,2017,0,0,1,1,1,4,3,3,5,1,0
1795,3,2014,2015,0,0,1,0,1,3,2,3,5,0,1
1796,3,2014,2015,0,0,1,0,1,3,2,3,5,0,2
1797,3,2018,2019,0,0,0,0,0,1,0,4,5,1,0
1798,3,2017,2017,0,0,1,0,0,2,0,4,4,0,2
1799,3,2018,2018,0,0,1,0,1,2,0,4,5,0,2
1800,3,2018,2018,0,0,1,1,1,4,0,4,5,0,2
1801,3,2014,2015,0,0,1,1,1,6,3,4,4,1,0
1802,3,2017,2018,0,0,1,1,1,3,0,4,4,0,1
1803,3,2017,2018,0,0,1,0,0,2,2,4,4,0,1
1804,3,2017,2017,0,0,1,0,1,3,2,4,4,0,1
1805,3,2017,2017,0,1,1,0,1,6,0,4,4,1,0
1806,3,2015,2015,0,0,1,0,1,3,2,4,5,1,0
1807,3,2014,2015,0,0,0,1,1,3,2,4,4,1,0
1808,3,2017,2017,0,0,1,0,1,4,2,4,5,0,2
1809,3,2017,2017,0,0,1,1,1,6,2,4,4,1,0
1810,3,2015,2015,0,0,1,0,0,1,0,4,4,0,2
1811,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1812,3,2017,2018,0,0,1,0,0,1,0,4,5,0,2
1813,3,2015,2015,0,0,1,0,1,2,3,4,5,0,2
1814,3,2015,2016,0,0,1,1,1,3,2,4,4,0,2
1815,3,2015,2016,0,0,1,0,1,6,2,4,5,0,2
1816,3,2015,2015,0,0,1,1,1,3,2,4,4,0,2
1817,3,2017,2018,0,0,1,0,1,2,1,4,5,0,2
1818,3,2016,2017,0,0,1,1,1,3,3,4,5,0,2
1819,3,2017,2017,0,0,1,0,1,3,2,4,5,0,2
1820,3,2018,2018,0,0,1,1,1,4,2,4,4,1,0
1821,3,2016,2016,0,0,1,1,1,4,0,4,4,1,0
1822,3,2018,2018,0,0,1,1,1,6,0,2,3,1,0
1823,3,2015,2015,0,0,1,1,1,6,3,4,4,0,2
1824,3,2018,2018,0,1,1,0,0,1,0,4,4,0,2
1825,3,2017,2017,0,0,1,1,1,3,2,4,4,0,2
1826,3,2017,2017,0,0,1,0,1,3,0,4,5,0,2
1827,3,2017,2018,0,0,1,1,1,4,4,4,5,0,3
1828,3,2018,2019,0,0,1,1,1,3,4,3,4,1,0
1829,3,2016,2017,0,0,1,0,1,3,4,4,5,1,0
1830,3,2016,2016,0,0,1,1,1,3,0,1,5,0,2
1831,3,2015,2016,0,0,1,1,1,3,2,3,5,0,2
1832,3,2017,2017,0,0,1,0,1,3,2,1,5,0,0
1833,3,2017,2017,0,0,1,0,0,2,2,1,5,0,0
1834,3,2017,2017,0,0,1,0,1,6,5,3,5,0,2
1835,3,2018,2018,0,0,0,0,0,1,0,4,5,0,2
1836,3,2018,2018,0,0,0,0,0,1,0,4,4,0,2
1837,3,2019,2019,0,0,1,0,1,2,0,2,4,0,4
1838,3,2016,2016,0,0,1,0,0,1,3,7,3,1,0
1839,3,2015,2015,0,0,0,1,1,6,0,1,5,0,1
1840,3,2016,2016,0,0,0,0,1,5,3,3,5,0,2
1841,3,2018,2019,0,0,1,0,0,2,2,7,5,0,1
1842,3,2018,2019,0,0,1,0,0,2,2,7,4,0,1
1843,3,2018,2018,0,0,1,1,1,6,2,1,5,0,2
1844,3,2016,2017,0,0,1,1,1,6,2,3,5,0,2
1845,3,2017,2017,0,0,1,0,0,1,0,3,3,0,2
1846,3,2017,2017,0,0,1,0,0,2,0,3,3,0,2
1847,3,2017,2017,0,0,1,0,0,1,0,3,3,0,2
1848,3,2017,2018,0,0,1,1,0,3,0,3,5,0,2
1849,3,2017,2017,0,0,1,0,0,2,2,3,5,0,1
1850,3,2017,2017,0,0,1,0,0,2,2,3,5,0,1
1851,3,2017,2017,0,0,1,0,0,2,2,3,5,0,1
1852,3,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1853,3,2016,2017,0,0,1,1,1,4,2,3,5,0,2
1854,3,2018,2018,0,0,1,0,0,2,2,4,4,0,2
1855,3,2018,2018,0,0,1,0,0,1,2,4,4,0,2
1856,3,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1857,3,2016,2016,0,0,1,0,0,2,2,3,5,0,2
1858,3,2018,2018,0,0,1,0,0,1,0,1,5,0,1
1859,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1860,3,2017,2018,0,0,1,0,0,2,2,4,5,0,2
1861,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1862,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1863,3,2018,2018,0,0,1,0,0,2,2,1,5,1,0
1864,3,2018,2018,0,0,1,1,1,4,2,3,5,0,1
1865,3,2017,2017,0,0,1,1,1,4,2,3,5,0,2
1866,3,2018,2018,0,0,1,1,1,5,2,3,5,0,1
1867,3,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1868,3,2017,2017,0,0,1,0,1,2,2,7,5,0,2
1869,3,2017,2018,0,0,1,1,1,5,2,1,5,0,2
1870,3,2018,2018,0,0,1,0,0,1,2,3,5,0,2
1871,3,2017,2017,0,0,1,1,1,3,2,5,4,0,2
1872,3,2016,2016,0,0,1,1,1,4,2,3,5,0,2
1873,3,2018,2018,0,0,1,1,1,6,2,3,5,0,2
1874,3,2018,2018,0,0,1,1,1,4,2,3,5,0,2
1875,3,2015,2015,0,0,1,1,1,6,2,3,5,0,2
1876,3,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1877,3,2016,2017,0,0,1,1,1,6,2,3,5,0,1
1878,3,2017,2017,0,0,1,0,1,2,2,7,5,0,2
1879,3,2017,2018,0,0,1,0,0,2,2,1,5,1,0
1880,3,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1881,3,2016,2016,0,1,1,0,0,2,0,3,5,0,2
1882,3,2016,2016,0,1,1,0,1,6,2,3,5,0,2
1883,3,2016,2016,0,1,1,0,1,3,3,3,5,0,2
1884,3,2016,2016,0,1,1,0,0,2,0,3,5,0,2
1885,3,2016,2017,0,1,1,0,1,2,2,3,5,0,2
1886,3,2016,2016,0,1,1,0,1,3,2,3,5,0,2
1887,3,2019,2019,0,0,0,1,1,4,2,1,5,1,0
1888,3,2018,2019,0,0,1,0,1,3,4,7,5,0,2
1889,3,2018,2019,0,0,1,1,1,6,2,3,5,0,2
1890,3,2018,2018,0,0,1,1,1,4,2,3,5,0,2
1891,3,2016,2018,0,0,1,1,1,6,5,4,4,0,3
1892,3,2018,2019,0,0,0,1,0,3,0,4,5,0,2
1893,3,2017,2018,0,0,0,0,0,2,0,4,4,0,1
1894,3,2017,2017,0,0,0,1,0,3,2,4,2,1,0
1895,3,2016,2016,0,0,0,1,0,3,2,4,3,1,0
1896,3,2017,2017,0,0,0,1,1,4,2,4,4,1,0
1897,3,2016,2016,0,0,0,0,1,3,2,4,5,0,2
1898,3,2017,2018,0,0,0,1,1,4,4,4,5,0,2
1899,3,2017,2018,0,0,0,0,1,3,0,4,4,0,1
1900,3,2018,2018,0,0,0,1,1,4,2,4,4,0,1
1901,3,2015,2015,0,0,0,1,0,1,2,4,5,1,0
1902,3,2014,2015,0,0,0,0,0,1,2,4,4,0,2
1903,3,2015,2015,0,1,1,1,0,1,0,7,5,0,1
1904,3,2017,2018,0,0,1,0,1,6,5,2,5,0,4
1905,3,2017,2018,0,0,1,1,1,5,5,3,4,0,3
1906,3,2014,2015,0,0,0,1,1,3,2,4,5,0,2
1907,3,2014,2015,0,0,0,1,0,1,2,4,5,0,2
1908,3,2014,2015,0,0,0,1,1,3,2,4,5,0,2
1909,3,2016,2017,0,0,1,0,1,2,2,4,5,0,2
1910,3,2016,2018,0,0,1,0,1,3,2,4,5,0,2
1911,3,2016,2018,0,0,1,0,1,3,2,4,5,0,2
1912,3,2016,2018,0,0,1,0,1,4,2,4,5,0,1
1913,3,2015,2016,0,0,0,0,1,6,2,3,1,1,0
1914,3,2015,2016,0,1,1,1,1,6,3,3,4,0,2
1915,3,2018,2019,0,0,0,1,1,6,3,3,4,0,2
1916,3,2018,2018,0,0,0,0,1,3,1,3,5,0,2
1917,3,2016,2016,0,0,0,0,1,3,2,3,4,1,0
1918,3,2016,2016,0,0,0,0,1,3,2,4,3,0,2
1919,3,2016,2017,0,0,0,0,1,3,2,3,4,0,2
1920,3,2018,2018,0,0,0,0,1,3,3,4,5,0,1
1921,3,2016,2016,0,0,0,1,1,4,2,4,5,0,2
1922,3,2016,2016,0,0,0,1,1,4,2,4,5,0,2
1923,3,2016,2016,0,0,0,0,1,3,2,4,5,0,2
1924,3,2018,2019,0,0,0,1,1,4,3,4,4,0,2
1925,3,2016,2016,0,0,0,1,1,6,2,3,5,0,1
1926,3,2015,2015,0,0,1,0,1,4,3,4,4,0,1
1927,3,2018,2019,0,0,1,0,1,4,5,4,5,0,2
1928,3,2014,2015,0,0,0,0,0,1,0,1,5,0,1
1929,3,2014,2015,0,0,0,0,0,1,0,1,5,0,1
1930,3,2014,2015,0,0,0,0,0,1,0,1,5,0,1
1931,3,2018,2018,0,0,0,0,0,1,2,4,5,0,2
1932,3,2017,2017,0,1,1,0,0,6,0,4,4,0,2
1933,3,2017,2018,0,0,1,0,1,3,2,4,5,0,2
1934,3,2017,2018,0,0,1,0,1,4,2,4,5,0,2
1935,3,2016,2016,0,0,1,0,1,4,0,4,5,0,2
1936,3,2017,2018,0,0,1,0,1,3,0,4,4,0,1
1937,3,2017,2018,0,0,1,0,1,3,0,4,4,0,1
1938,3,2016,2018,0,0,1,1,1,6,2,4,5,0,2
1939,3,2017,2017,0,0,1,0,0,1,0,4,5,1,0
1940,3,2016,2016,0,0,1,0,1,4,0,4,5,0,1
1941,3,2017,2017,0,0,1,0,1,4,2,4,4,0,2
1942,3,2018,2018,0,0,1,0,0,1,0,4,4,0,1
1943,3,2017,2018,0,0,1,1,1,4,5,3,5,0,3
1944,3,2017,2018,0,0,1,1,1,3,0,4,5,0,2
1945,3,2018,2018,0,0,1,0,0,1,0,4,5,0,1
1946,3,2015,2015,0,0,1,0,1,4,2,4,4,0,2
1947,3,2017,2018,0,0,1,0,1,3,2,4,4,1,0
1948,3,2018,2019,0,1,1,0,0,2,2,3,4,0,2
1949,3,2018,2019,0,0,0,0,0,2,2,4,5,0,2
1950,3,2015,2015,0,0,0,0,0,1,0,3,3,1,0
1951,3,2016,2018,0,0,0,0,0,2,3,4,4,0,2
1952,3,2014,2015,0,0,0,1,1,4,4,3,5,0,2
1953,3,2014,2015,0,0,0,1,1,4,4,3,5,0,2
1954,3,2014,2015,0,0,0,1,1,4,2,3,5,0,2
1955,3,2016,2017,0,0,0,0,1,2,3,7,4,1,0
1956,3,2017,2017,0,0,0,0,0,2,2,3,5,0,1
1957,3,2017,2017,0,0,0,0,0,2,2,3,5,0,1
1958,3,2017,2017,0,0,0,0,0,2,2,3,5,0,1
1959,3,2017,2017,0,0,0,0,0,2,4,3,5,0,2
1960,3,2016,2016,0,0,0,1,1,5,4,4,5,0,4
1961,3,2016,2016,0,0,0,0,0,2,2,4,5,0,2
1962,3,2018,2019,0,0,0,0,0,2,2,7,4,1,0
1963,3,2017,2017,0,0,0,1,0,1,0,1,5,0,2
1964,3,2015,2016,0,0,0,0,1,4,2,4,5,1,0
1965,3,2015,2016,0,1,1,0,1,5,3,4,5,0,2
1966,3,2016,2016,0,0,0,0,0,1,0,4,5,0,2
1967,3,2016,2017,0,0,0,0,0,1,2,4,5,0,2
1968,3,2017,2018,0,0,0,0,0,1,2,4,5,0,1
1969,3,2017,2017,0,0,0,0,1,2,4,4,3,0,3
1970,3,2016,2016,0,0,0,0,0,1,0,5,4,1,0
1971,3,2015,2016,0,0,0,1,1,4,2,3,5,0,2
1972,3,2015,2015,0,0,0,1,1,5,3,3,5,0,2
1973,3,2015,2015,0,0,0,1,1,3,2,4,4,0,2
1974,3,2015,2015,0,0,0,1,1,6,2,3,5,0,1
1975,3,2015,2015,0,0,0,1,1,6,2,3,4,0,2
1976,3,2014,2015,0,0,0,0,0,1,2,3,5,0,2
1977,3,2015,2015,0,0,0,0,1,2,2,4,4,1,0
1978,3,2015,2015,0,0,0,0,1,3,2,4,4,1,0
1979,3,2018,2018,0,1,1,0,0,2,2,3,5,1,0
1980,3,2018,2018,0,1,1,1,1,5,0,2,4,0,2
1981,3,2018,2018,0,0,0,0,1,3,0,4,5,0,2
1982,3,2015,2016,0,0,0,0,1,6,3,4,4,0,2
1983,3,2015,2017,0,0,0,0,1,2,4,4,5,0,2
1984,3,2015,2017,0,0,0,0,1,2,4,4,5,0,2
1985,3,2014,2015,0,0,0,0,0,1,2,4,3,0,1
1986,3,2014,2015,0,0,0,0,0,1,2,4,3,0,1
1987,3,2017,2018,0,0,0,0,1,3,0,4,4,0,2
1988,3,2016,2017,0,0,0,0,1,2,3,7,5,0,2
1989,3,2014,2015,0,0,0,0,1,5,4,4,5,0,2
1990,3,2015,2015,0,0,0,0,0,2,2,7,5,0,2
1991,3,2017,2017,0,0,0,1,1,3,3,1,5,0,2
1992,3,2017,2017,0,0,0,0,1,3,3,2,4,1,0
1993,3,2016,2015,0,0,0,0,1,4,4,2,5,0,1
1994,3,2016,2017,0,0,0,1,1,5,2,3,5,0,2
1995,3,2018,2018,0,0,0,1,1,6,3,3,5,0,2
1996,3,2019,2019,0,0,0,1,1,6,2,3,5,0,2
1997,3,2016,2017,0,0,0,0,1,3,4,4,5,0,3
1998,3,2016,2017,0,0,1,0,1,6,3,3,5,0,3
1999,3,2016,2017,0,0,1,0,1,4,5,3,5,0,3
2000,3,2014,2015,0,0,1,0,0,1,5,2,5,0,2
2001,3,2016,2016,0,0,1,1,0,3,2,6,5,0,2
2002,3,2015,2016,0,0,0,0,0,1,0,2,5,0,2
2003,3,2015,2016,0,0,0,0,0,1,0,2,5,0,2
2004,3,2017,2018,0,0,1,0,1,6,2,3,5,1,0
2005,3,2018,2019,0,0,1,1,1,4,4,2,5,0,2
2006,3,2017,2018,0,0,1,0,1,3,1,3,5,1,0
2007,3,2017,2018,0,0,1,0,1,3,1,3,5,1,0
2008,3,2017,2018,0,0,1,0,1,2,0,3,5,0,2
2009,3,2015,2015,0,0,1,1,1,3,3,4,4,1,0
2010,3,2015,2015,0,0,1,0,1,3,2,4,3,1,0
2011,3,2014,2015,0,0,1,1,0,1,2,4,4,1,0
2012,3,2017,2017,0,0,1,0,1,4,2,7,5,1,0
2013,3,2016,2017,0,0,1,0,1,4,2,7,5,1,0
2014,3,2014,2015,0,0,1,1,1,3,0,4,4,0,1
2015,3,2016,2017,0,0,0,1,1,4,0,2,5,0,2
2016,3,2015,2015,0,0,1,1,1,4,2,4,5,0,2
2017,3,2016,2017,0,0,1,1,1,5,3,4,5,0,2
2018,3,2018,2018,0,0,1,0,0,2,3,3,3,0,3
2019,3,2017,2018,0,0,1,0,1,6,5,2,5,1,0
2020,3,2015,2016,0,0,1,0,1,5,6,2,5,1,0
2021,3,2014,2015,0,0,1,0,1,2,0,3,4,0,2
2022,3,2019,2019,0,0,0,0,1,3,0,3,5,0,2
2023,3,2017,2017,0,0,1,1,1,6,6,2,5,0,4
2024,3,2017,2017,0,0,1,1,1,6,6,2,5,0,3
2025,3,2018,2018,0,0,0,0,1,3,3,4,4,1,0
2026,3,2015,2015,0,1,1,1,0,3,2,2,5,0,1
2027,3,2015,2015,0,0,0,0,0,1,2,2,5,0,1
2028,3,2016,2017,0,1,1,1,1,4,2,5,4,0,1
2029,3,2016,2017,0,0,1,1,1,6,4,3,5,0,4
2030,3,2017,2018,0,0,1,0,1,4,2,4,5,1,0
2031,3,2015,2015,0,0,1,0,1,6,4,3,4,1,0
2032,3,2016,2016,0,0,1,0,1,3,3,4,5,0,2
2033,3,2016,2016,0,0,0,0,0,2,3,4,5,0,2
2034,3,2018,2019,0,0,0,1,1,6,4,4,5,1,0
2035,3,2017,2018,0,0,0,0,0,2,2,4,5,0,2
2036,3,2016,2017,0,0,1,0,0,1,2,1,5,0,2
2037,3,2016,2017,0,0,1,1,1,6,0,1,5,0,2
2038,3,2017,2018,0,0,1,0,0,2,0,1,5,0,1
2039,3,2016,2016,0,0,0,1,1,3,0,1,5,0,2
2040,3,2015,2015,0,0,1,0,1,2,0,3,5,0,2
2041,3,2014,2015,0,0,0,0,0,1,2,7,4,1,0
2042,3,2018,2018,0,0,1,0,0,1,0,1,5,0,1
2043,3,2018,2018,0,0,1,0,0,1,0,1,5,0,1
2044,3,2014,2015,0,1,1,1,0,1,2,1,5,0,2
2045,3,2015,2015,0,0,1,0,0,1,0,3,5,0,1
2046,3,2014,2016,0,0,1,1,1,3,0,1,4,1,0
2047,3,2017,2018,0,0,1,1,0,3,5,1,5,0,3
2048,3,2015,2016,0,0,1,0,1,2,2,6,3,0,1
2049,3,2018,2018,0,0,1,1,0,1,2,6,5,0,1
2050,3,2018,2018,0,0,1,1,0,1,2,6,5,0,1
2051,3,2018,2018,0,0,1,0,0,2,2,6,5,0,1
2052,3,2015,2015,0,0,0,0,0,1,4,7,5,0,1
2053,3,2017,2018,0,0,1,0,1,2,2,5,4,0,1
2054,3,2017,2018,0,0,1,0,0,1,2,5,4,1,0
2055,3,2016,2016,0,0,0,1,1,5,0,1,4,0,1
2056,3,2016,2016,0,0,0,1,1,6,0,1,4,0,1
2057,3,2018,2019,0,0,1,1,1,6,0,3,5,0,2
2058,3,2015,2015,0,0,0,0,0,1,0,1,3,1,0
2059,3,2014,2015,0,0,0,0,0,1,0,3,5,0,1
2060,3,2015,2015,0,0,1,1,1,6,2,3,5,0,1
2061,3,2015,2015,0,0,1,1,1,6,2,3,5,0,1
2062,3,2015,2015,0,0,1,0,0,2,2,3,5,0,1
2063,3,2015,2015,0,0,1,0,0,1,2,4,4,0,2
2064,3,2019,2019,0,0,1,1,1,5,3,3,4,1,0
2065,3,2016,2016,0,0,1,0,1,4,0,3,3,1,0
2066,3,2017,2018,0,0,1,1,1,6,2,3,5,0,1
2067,3,2018,2018,0,0,1,0,0,2,0,4,4,1,0
2068,3,2017,2017,0,0,1,0,0,1,2,3,5,1,0
2069,3,2017,2017,0,0,1,1,1,6,2,3,4,1,0
2070,3,2018,2019,0,0,1,1,1,6,2,3,5,0,2
2071,3,2018,2019,0,0,1,1,1,6,2,3,5,0,2
2072,3,2018,2019,0,0,1,0,1,3,2,3,5,0,1
2073,3,2019,2019,0,0,1,0,1,5,2,1,4,0,1
2074,3,2018,2019,0,0,1,1,1,6,2,3,5,1,0
2075,3,2017,2017,0,0,1,0,0,1,2,3,5,0,2
2076,3,2014,2015,0,0,1,1,1,6,4,4,4,1,0
2077,3,2016,2016,0,0,1,0,1,4,2,3,5,1,0
2078,3,2016,2016,0,0,1,0,1,3,2,4,4,0,2
2079,3,2014,2015,0,0,1,0,1,3,2,4,4,1,0
2080,3,2016,2017,0,0,1,1,1,6,2,3,3,0,7
2081,3,2016,2016,0,0,1,0,0,2,2,5,4,1,0
2082,3,2017,2018,0,0,1,0,0,2,2,3,2,0,7
2083,3,2016,2017,0,0,1,1,1,6,2,3,4,0,7
2084,3,2018,2019,0,0,1,0,1,3,4,3,5,0,2
2085,3,2017,2017,0,0,1,0,0,1,0,5,4,0,1
2086,3,2016,2016,0,0,1,0,0,1,0,2,5,1,0
2087,3,2015,2015,0,0,1,0,0,1,2,1,5,0,1
2088,3,2015,2015,0,0,1,0,0,1,2,1,5,0,1
2089,3,2015,2016,0,0,1,0,1,5,0,3,5,0,1
2090,3,2016,2016,0,0,1,0,0,2,2,7,5,1,0
2091,3,2016,2016,0,0,1,0,0,2,2,7,5,1,0
2092,3,2016,2016,0,0,1,0,0,1,2,7,5,1,0
2093,3,2016,2016,0,0,1,0,0,2,2,7,5,1,0
2094,3,2015,2015,0,0,1,0,0,1,2,7,5,1,0
2095,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2096,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2097,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2098,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2099,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2100,3,2015,2015,0,0,1,0,0,2,2,7,4,1,0
2101,3,2016,2016,0,0,1,0,1,2,2,7,5,1,0
2102,3,2016,2016,0,0,1,0,0,1,2,7,5,0,1
2103,3,2016,2016,0,0,1,0,0,1,2,7,5,1,0
2104,3,2016,2016,0,0,1,0,0,1,2,7,5,0,1
2105,3,2016,2016,0,0,1,0,0,1,2,7,5,1,0
2106,3,2016,2016,0,0,1,0,0,1,2,7,5,1,0
2107,3,2015,2015,0,0,1,0,0,1,2,7,4,1,0
2108,3,2015,2015,0,0,1,0,0,1,2,7,4,1,0
2109,3,2015,2016,0,0,1,0,0,1,2,1,5,0,1
2110,3,2015,2015,0,0,1,1,1,4,2,3,5,0,2
2111,3,2015,2015,0,0,1,1,1,4,2,3,5,0,2
2112,3,2015,2015,0,0,1,1,1,4,2,3,5,0,2
2113,3,2017,2017,0,0,1,1,0,1,2,3,5,0,1
2114,3,2017,2017,0,0,1,0,0,1,2,3,5,0,2
2115,3,2017,2017,0,0,1,1,1,6,2,3,4,0,2
2116,3,2017,2017,0,0,1,1,1,6,2,3,4,0,2
2117,3,2017,2017,0,0,1,1,1,6,2,3,4,0,2
2118,3,2018,2019,0,0,1,0,1,3,3,3,5,0,2
2119,3,2016,2016,0,0,1,0,1,4,3,3,5,0,3
2120,3,2014,2015,0,0,1,0,1,2,4,3,4,0,1
2121,3,2016,2017,0,0,1,0,1,3,3,3,5,0,2
2122,3,2018,2019,0,0,1,0,1,3,3,3,5,0,2
2123,3,2018,2019,0,0,1,1,1,4,4,3,5,0,2
2124,3,2018,2019,0,0,1,1,1,6,4,3,5,0,2
2125,3,2018,2019,0,0,1,0,1,4,4,3,5,1,0
2126,3,2015,2015,0,0,1,0,1,3,2,3,4,1,0
