id,专利类型,案件受理年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
639,2,2015,0,0,1,0,1,4,5,2,4,1,0万
640,2,2016,0,0,1,0,1,3,4,1,4,1,0万
641,2,2018,0,0,1,1,1,4,2,4,5,0,1-10万
642,2,2018,0,0,1,1,1,5,4,2,4,1,0万
643,2,2017,0,0,1,1,1,6,4,3,5,0,10-20万
644,2,2017,0,0,1,0,0,1,0,3,5,0,1-10万
645,2,2014,0,0,1,0,1,2,0,3,3,0,1-10万
646,2,2019,0,0,1,0,1,4,5,3,5,1,0万
647,2,2016,0,0,0,0,1,4,4,3,4,0,1-10万
648,2,2017,0,0,0,0,0,1,2,1,5,1,0万
649,2,2016,0,0,0,0,0,1,0,1,5,0,1-10万
650,2,2019,0,0,0,0,1,3,0,5,3,0,1-10万
651,2,2018,0,0,1,0,0,1,0,1,5,0,0-1万
652,2,2014,0,0,1,1,1,3,0,1,5,0,10-20万
653,2,2016,0,0,1,0,1,6,0,1,4,1,0万
654,2,2015,0,0,0,0,1,2,2,6,5,1,0万
655,2,2016,0,0,0,0,0,1,0,1,5,0,1-10万
656,2,2015,0,0,0,0,0,1,0,1,5,0,10-20万
657,2,2015,0,0,0,0,1,6,0,1,4,1,0万
658,2,2019,0,0,1,1,1,3,0,4,4,1,0万
659,2,2019,0,0,1,0,1,2,0,4,4,1,0万
660,2,2015,0,0,1,0,1,2,0,1,3,1,0万
661,2,2016,0,0,0,0,1,4,0,1,5,0,10-20万
662,2,2018,0,0,1,0,1,2,2,6,4,0,0-1万
663,2,2017,0,0,1,0,0,1,0,1,5,0,0-1万
664,2,2017,0,0,1,0,0,1,0,1,5,0,0-1万
665,2,2017,0,0,1,0,0,1,0,1,5,1,0万
666,2,2017,0,0,1,0,0,2,0,1,5,0,0-1万
667,2,2017,0,0,1,0,0,2,0,1,5,0,0-1万
668,2,2017,0,0,1,0,1,3,0,1,5,0,0-1万
669,2,2017,0,0,1,0,1,2,2,6,5,0,0-1万
670,2,2016,0,0,0,1,1,6,3,6,5,0,1-10万
671,2,2017,0,0,0,0,1,3,0,1,5,1,0万
672,2,2017,0,0,0,0,1,3,0,1,5,1,0万
673,2,2017,0,0,0,0,1,3,0,1,5,1,0万
674,2,2017,0,0,0,0,1,6,0,1,5,1,0万
675,2,2017,0,0,0,0,0,2,0,1,5,1,0万
676,2,2017,0,0,0,0,0,2,0,1,5,1,0万
677,2,2017,0,0,0,0,0,2,0,1,5,1,0万
678,2,2017,0,0,0,0,0,2,0,1,5,1,0万
679,2,2017,0,0,0,0,0,2,0,1,5,1,0万
680,2,2017,0,0,0,0,0,2,0,1,5,1,0万
681,2,2017,0,0,0,0,1,4,0,1,5,1,0万
682,2,2017,0,0,0,0,0,2,0,1,5,1,0万
683,2,2017,0,0,0,0,0,2,0,1,5,1,0万
684,2,2017,0,0,0,0,0,2,0,1,5,1,0万
685,2,2017,0,0,0,0,1,3,0,1,5,1,0万
686,2,2017,0,0,0,0,1,5,0,1,5,1,0万
687,2,2017,0,0,0,0,1,4,0,1,5,1,0万
688,2,2017,0,0,0,0,1,3,0,1,5,1,0万
689,2,2016,0,0,0,0,0,1,3,2,5,0,1-10万
690,2,2017,0,0,1,1,1,6,4,3,4,1,0万
691,2,2015,0,0,1,1,1,6,6,3,5,0,1-10万
692,2,2018,0,0,1,0,0,2,0,4,4,1,0万
693,2,2017,0,0,1,0,1,6,5,3,3,1,0万
694,2,2016,0,0,1,1,1,5,6,3,5,1,0万
695,2,2017,0,1,1,1,1,3,0,1,5,0,1-10万
696,2,2017,0,1,1,1,1,3,2,1,5,1,0万
697,2,2017,0,0,1,0,0,1,2,3,5,0,0-1万
698,2,2017,0,0,1,0,0,1,2,3,5,0,0-1万
699,2,2015,0,0,1,0,0,1,2,3,5,0,0-1万
700,2,2017,0,0,1,0,0,1,2,3,5,0,0-1万
701,2,2017,0,0,1,0,1,4,2,3,5,0,0-1万
702,2,2015,0,0,1,0,0,1,0,3,5,0,0-1万
703,2,2015,0,0,1,0,0,1,0,3,5,0,0-1万
704,2,2015,0,0,1,0,0,1,0,3,5,0,0-1万
705,2,2018,0,0,1,0,0,1,2,3,5,0,1-10万
706,2,2018,0,0,1,0,0,1,2,3,5,0,1-10万
707,2,2016,0,0,0,0,0,2,2,1,5,0,1-10万
708,2,2016,0,0,0,0,0,2,2,1,5,0,1-10万
709,2,2016,0,0,0,1,0,3,4,4,4,0,1-10万
710,2,2019,0,0,1,0,0,2,4,3,5,0,0-1万
711,2,2017,0,0,1,0,1,6,2,3,5,0,1-10万
712,2,2017,0,0,0,0,1,4,2,3,5,0,1-10万
713,2,2016,0,0,0,0,1,2,0,1,5,1,0万
714,2,2018,0,0,1,1,1,4,4,3,5,0,1-10万
715,2,2014,0,0,1,0,1,4,3,3,5,0,0-1万
716,2,2017,0,0,0,0,0,2,3,1,5,1,0万
717,2,2014,0,0,0,1,1,4,2,4,4,0,0-1万
718,2,2014,0,0,0,0,1,3,2,4,4,0,0-1万
719,2,2014,0,0,0,0,1,3,2,4,4,0,0-1万
720,2,2014,0,0,0,0,1,4,2,4,4,0,0-1万
721,2,2017,0,0,0,0,1,2,3,4,4,1,0万
722,2,2019,0,0,0,1,1,6,2,3,5,0,1-10万
723,2,2016,0,0,1,0,1,6,3,3,4,1,0万
724,2,2018,0,0,0,0,1,4,2,3,4,1,0万
725,2,2015,0,0,0,0,1,3,4,4,5,0,1-10万
726,2,2015,0,0,0,0,1,5,3,4,3,0,1-10万
727,2,2018,0,0,0,1,1,6,3,4,4,0,1-10万
728,2,2018,0,0,0,1,1,6,2,4,4,0,1-10万
729,2,2018,0,0,0,1,1,6,3,4,4,0,1-10万
730,2,2018,0,0,0,0,1,3,0,3,4,0,1-10万
731,2,2016,0,0,0,1,1,4,3,3,4,0,20-50万
732,2,2017,0,0,1,0,1,6,0,6,5,0,10-20万
733,2,2018,0,0,1,1,1,6,6,2,5,0,20-50万
734,2,2015,0,0,1,0,0,2,4,3,5,0,1-10万
735,2,2015,0,0,1,0,0,2,4,3,4,0,1-10万
736,2,2015,0,0,1,0,1,3,3,3,5,0,1-10万
737,2,2016,0,0,1,0,1,3,4,3,5,0,10-20万
738,2,2016,0,0,1,1,1,6,6,3,5,0,10-20万
739,2,2016,0,0,1,1,1,6,4,3,4,0,1-10万
740,2,2016,0,0,1,0,1,2,2,3,5,0,1-10万
741,2,2015,0,0,1,0,1,3,4,3,4,0,10-20万
742,2,2016,0,0,1,1,1,6,4,3,4,0,1-10万
743,2,2017,0,0,1,1,1,4,4,3,5,0,0-1万
744,2,2016,0,0,1,1,1,6,4,3,4,0,1-10万
745,2,2017,0,0,1,0,0,2,4,3,5,0,1-10万
746,2,2017,0,1,1,0,0,1,0,3,5,0,0-1万
747,2,2017,0,0,1,1,0,3,4,3,5,0,1-10万
748,2,2018,0,0,1,1,1,4,2,7,3,1,0万
749,2,2019,0,0,1,0,1,5,0,7,5,1,0万
750,2,2014,0,0,1,0,1,4,5,1,5,0,1-10万
751,2,2019,0,1,1,0,0,1,0,3,4,0,20-50万
752,2,2015,0,0,0,0,0,1,3,3,4,1,0万
753,2,2017,1,0,0,1,1,6,4,6,4,1,0万
754,2,2017,0,0,1,1,1,6,3,3,4,0,1-10万
755,2,2017,0,0,1,1,1,6,6,2,5,0,20-50万
756,2,2016,0,0,0,1,1,3,5,5,5,0,10-20万
757,2,2017,0,0,1,1,1,6,3,3,4,1,0万
758,2,2015,0,0,1,0,0,2,2,4,3,0,1-10万
759,2,2013,0,0,0,1,1,3,2,6,3,1,0万
760,2,2013,0,0,0,0,0,1,2,6,3,1,0万
761,2,2013,0,0,0,0,0,1,2,6,3,1,0万
762,2,2013,0,0,0,0,0,1,2,6,3,1,0万
763,2,2013,0,0,0,0,0,1,2,6,3,1,0万
764,2,2013,0,0,0,0,0,1,2,6,3,1,0万
765,2,2013,0,0,0,0,0,1,2,6,3,1,0万
766,2,2018,0,0,0,0,0,1,2,1,5,1,0万
767,2,2015,0,0,1,0,1,2,0,5,5,1,0万
768,2,2014,0,0,1,1,1,4,2,3,4,0,1-10万
769,2,2016,0,0,1,1,0,3,3,4,4,0,1-10万
770,2,2016,0,0,1,1,0,3,3,4,4,0,1-10万
771,2,2017,0,0,1,1,1,6,3,3,4,0,1-10万
772,2,2017,0,0,1,1,1,6,3,3,4,0,1-10万
773,2,2016,0,0,1,1,1,6,5,3,5,0,10-20万
774,2,2015,0,0,1,0,1,6,4,4,5,0,10-20万
775,2,2015,0,0,1,0,1,3,4,4,5,0,1-10万
776,2,2016,0,0,1,1,1,6,0,3,5,0,1-10万
777,2,2016,0,0,1,0,1,5,6,3,4,1,0万
778,2,2015,0,0,1,1,0,3,3,3,5,0,1-10万
779,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
780,2,2018,0,0,1,0,0,1,2,3,3,0,0-1万
781,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
782,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
783,2,2017,0,0,1,0,0,2,0,3,5,0,1-10万
784,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
785,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
786,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
787,2,2018,0,0,1,0,0,1,0,1,4,0,0-1万
788,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
789,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
790,2,2019,0,0,1,0,0,1,2,7,5,1,0万
791,2,2018,0,0,1,0,0,1,2,7,4,0,1-10万
792,2,2018,0,0,1,0,0,2,2,7,4,0,0-1万
793,2,2018,0,0,1,0,0,1,2,7,4,0,0-1万
794,2,2018,0,0,1,0,0,1,2,1,4,1,0万
795,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
796,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
797,2,2019,0,0,1,1,0,1,2,5,5,1,0万
798,2,2019,0,0,1,0,0,2,2,5,5,0,0-1万
799,2,2019,0,0,1,0,0,1,2,5,5,0,0-1万
800,2,2019,0,0,1,0,0,2,2,5,5,0,0-1万
801,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
802,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
803,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
804,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
805,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
806,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
807,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
808,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
809,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
810,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
811,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
812,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
813,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
814,2,2018,0,0,1,0,0,1,2,7,4,0,0-1万
815,2,2019,0,0,1,0,0,1,2,5,5,1,0万
816,2,2017,0,0,1,0,0,2,2,1,5,0,0-1万
817,2,2017,0,0,1,0,0,2,2,1,5,0,1-10万
818,2,2018,0,0,1,0,0,1,2,3,3,0,0-1万
819,2,2018,0,0,1,0,0,1,2,3,3,0,0-1万
820,2,2018,0,0,1,0,0,1,2,5,3,0,0-1万
821,2,2016,0,0,1,0,0,1,3,3,5,0,1-10万
822,2,2016,0,0,1,0,0,2,3,3,4,1,0万
823,2,2017,0,0,1,0,1,3,3,3,5,0,1-10万
824,2,2017,0,0,1,0,0,2,4,3,5,0,10-20万
825,2,2017,0,0,1,1,1,6,4,5,5,0,10-20万
826,2,2016,0,0,0,1,1,3,4,1,5,1,0万
827,2,2017,0,0,0,0,1,3,4,1,5,0,1-10万
828,2,2014,0,0,0,1,1,6,4,3,4,0,1-10万
829,2,2015,0,0,0,1,1,6,3,3,4,1,0万
830,2,2018,0,0,1,0,0,1,2,1,5,0,0-1万
831,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
832,2,2016,0,0,1,0,0,2,1,3,5,0,1-10万
833,2,2016,0,0,1,0,0,2,2,3,5,0,1-10万
834,2,2017,0,0,1,1,1,5,2,3,4,0,1-10万
835,2,2017,0,0,1,1,1,4,3,3,4,0,1-10万
836,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
837,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
838,2,2017,0,0,1,0,0,2,0,1,5,0,1-10万
839,2,2019,0,0,1,0,0,1,2,2,5,0,0-1万
840,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
841,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
842,2,2017,0,0,1,0,0,1,0,1,5,0,1-10万
843,2,2017,0,0,1,0,0,1,2,5,4,1,0万
844,2,2017,0,0,1,0,0,1,0,1,5,0,1-10万
845,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
846,2,2018,0,0,1,0,0,2,0,1,3,0,0-1万
847,2,2018,0,0,1,0,0,1,2,3,5,0,1-10万
848,2,2018,0,0,1,0,0,2,2,3,5,0,1-10万
849,2,2018,0,0,1,0,0,2,2,3,5,0,1-10万
850,2,2017,0,0,1,0,0,2,2,1,5,0,1-10万
851,2,2017,0,0,1,0,0,1,0,1,5,0,1-10万
852,2,2018,0,0,1,0,0,1,2,3,5,1,0万
853,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
854,2,2017,0,0,1,0,0,2,0,1,5,0,1-10万
855,2,2018,0,0,1,0,0,2,0,5,5,0,0-1万
856,2,2017,0,0,1,1,1,6,2,1,4,0,1-10万
857,2,2018,0,0,1,1,0,3,0,1,4,0,0-1万
858,2,2018,0,0,1,1,1,6,0,1,3,0,0-1万
859,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
860,2,2018,0,0,1,0,0,1,2,3,5,0,0-1万
861,2,2017,0,0,1,1,1,3,2,5,4,0,1-10万
862,2,2016,0,0,1,0,1,4,5,5,3,1,0万
863,2,2018,0,0,0,0,1,5,0,3,4,0,0-1万
864,2,2017,0,1,0,0,0,1,0,1,5,0,10-20万
865,2,2014,0,0,0,0,0,1,0,4,5,0,1-10万
866,2,2018,0,0,1,0,1,6,4,3,4,1,0万
867,2,2015,0,0,0,0,0,1,5,3,4,1,0万
868,2,2018,0,0,1,0,1,3,0,3,2,1,0万
869,2,2017,0,0,1,1,1,4,0,3,4,0,10-20万
870,2,2016,0,0,1,1,1,6,0,5,4,0,1-10万
871,2,2016,0,0,0,0,1,3,0,2,5,0,1-10万
872,2,2016,0,0,0,0,1,3,0,2,5,0,1-10万
873,2,2015,0,0,1,0,1,6,0,3,5,0,20-50万
874,2,2016,0,0,1,0,0,1,1,6,5,0,0-1万
875,2,2016,0,0,1,1,1,3,2,1,5,0,0-1万
876,2,2016,0,0,1,0,0,1,1,6,4,0,0-1万
877,2,2016,0,0,1,1,1,6,2,3,4,0,1-10万
878,2,2016,0,0,0,1,0,1,5,2,5,0,1-10万
879,2,2016,0,0,1,0,1,6,4,4,4,0,0-1万
880,2,2017,0,1,1,0,1,4,4,4,5,0,1-10万
881,2,2017,0,0,1,0,1,5,0,4,4,0,1-10万
882,2,2018,0,0,1,0,0,2,3,4,4,0,1-10万
883,2,2017,0,0,1,0,1,3,0,4,4,0,1-10万
884,2,2014,0,0,1,0,1,4,0,4,4,1,0万
885,2,2014,0,0,1,1,1,6,0,4,4,1,0万
886,2,2018,0,0,1,0,1,4,2,4,5,0,0-1万
887,2,2018,0,0,1,0,1,3,2,4,5,0,1-10万
888,2,2017,0,0,1,0,1,3,0,4,4,0,1-10万
889,2,2017,0,1,1,0,0,1,0,4,4,0,10-20万
890,2,2018,0,1,1,0,0,1,0,4,5,0,10-20万
891,2,2014,0,0,0,0,0,2,0,4,4,0,1-10万
892,2,2016,0,0,1,1,1,6,0,4,4,0,1-10万
893,2,2016,0,0,1,1,1,4,4,4,5,0,1-10万
894,2,2017,0,0,1,1,0,3,3,4,5,0,0-1万
895,2,2017,0,0,1,0,0,1,3,4,5,0,1-10万
896,2,2017,0,1,1,0,1,4,0,4,5,0,1-10万
897,2,2017,0,1,1,0,1,3,0,4,5,0,1-10万
898,2,2016,0,0,1,0,1,5,2,2,5,1,0万
899,2,2017,0,0,1,1,1,5,5,4,5,0,20-50万
900,2,2018,0,1,1,1,1,6,0,4,4,0,0-1万
901,2,2017,0,0,1,1,1,4,2,4,5,0,1-10万
902,2,2017,0,0,1,0,1,4,2,3,5,0,1-10万
903,2,2015,0,0,1,0,0,1,0,4,4,0,1-10万
904,2,2015,0,0,1,0,1,3,2,4,4,1,0万
905,2,2018,0,0,1,0,0,1,0,4,4,0,0-1万
906,2,2015,0,0,1,1,1,3,4,4,5,0,1-10万
907,2,2016,0,0,1,1,1,6,4,4,5,0,20-50万
908,2,2018,0,0,1,1,1,6,4,3,5,0,1-10万
909,2,2016,0,0,1,0,1,2,3,4,5,0,1-10万
910,2,2016,0,0,1,0,1,3,4,4,5,0,1-10万
911,2,2017,0,0,1,1,0,1,2,7,5,0,0-1万
912,2,2016,0,0,0,1,1,6,3,3,3,0,10-20万
913,2,2016,0,0,0,1,1,4,3,3,5,0,1-10万
914,2,2016,0,0,0,1,1,6,3,3,4,0,1-10万
915,2,2015,0,0,0,1,1,4,4,3,5,0,1-10万
916,2,2016,0,0,0,0,0,1,0,3,5,1,0万
917,2,2015,0,0,0,0,1,3,0,3,5,1,0万
918,2,2016,0,0,0,0,1,4,0,3,5,0,0-1万
919,2,2018,0,1,1,0,1,4,4,4,4,0,1-10万
920,2,2018,0,1,1,0,0,1,4,4,4,0,1-10万
921,2,2015,0,0,0,0,1,4,0,3,4,1,0万
922,2,2014,0,0,0,1,1,6,6,3,5,0,10-20万
923,2,2015,0,0,0,1,1,6,0,3,5,0,10-20万
924,2,2018,0,0,0,0,0,3,3,4,5,0,1-10万
925,2,2015,0,0,0,1,1,6,2,4,4,0,1-10万
926,2,2016,0,0,0,0,1,4,0,3,5,0,1-10万
927,2,2018,0,0,0,1,1,5,0,4,5,0,10-20万
928,2,2017,0,0,0,1,1,4,3,4,4,0,1-10万
929,2,2016,0,0,1,1,1,6,3,3,4,1,0万
930,2,2015,0,0,1,0,1,2,2,3,4,1,0万
931,2,2017,0,0,1,0,0,1,0,3,5,0,1-10万
932,2,2016,0,0,1,1,1,5,4,4,4,1,0万
933,2,2018,0,0,1,0,1,4,4,4,5,0,10-20万
934,2,2016,0,0,1,0,1,2,4,4,4,0,0-1万
935,2,2018,0,0,0,0,1,6,3,5,5,1,0万
936,2,2014,0,0,1,0,0,1,3,3,5,0,1-10万
937,2,2018,0,0,1,1,1,6,3,3,4,0,1-10万
938,2,2018,0,0,1,1,1,4,3,3,5,0,10-20万
939,2,2018,0,0,1,1,1,4,4,3,5,0,1-10万
940,2,2015,0,0,1,1,1,4,5,3,4,1,0万
941,2,2016,0,0,0,1,1,4,3,3,5,0,10-20万
942,2,2014,0,0,1,1,1,5,4,7,5,1,0万
943,2,2015,0,0,0,1,1,6,2,3,5,0,1-10万
944,2,2015,0,0,1,0,1,6,0,7,5,0,0-1万
945,2,2018,0,0,1,1,1,6,2,7,4,0,1-10万
946,2,2018,0,0,1,0,1,3,2,7,4,0,0-1万
947,2,2018,0,0,1,0,1,2,2,7,4,0,1-10万
948,2,2014,0,0,0,1,1,6,5,3,5,1,0万
949,2,2015,0,0,1,0,0,1,0,6,5,1,0万
950,2,2016,0,0,0,0,0,1,0,4,3,0,10-20万
951,2,2016,0,0,1,0,0,1,0,5,5,0,0-1万
952,2,2017,0,0,0,1,1,4,3,3,4,1,0万
953,2,2017,0,0,1,0,1,6,3,4,3,1,0万
954,2,2016,0,0,1,0,1,4,1,3,4,1,0万
955,2,2014,0,0,1,0,1,2,2,7,5,0,0-1万
956,2,2014,0,0,1,0,0,1,2,7,5,0,0-1万
957,2,2014,0,0,1,0,1,3,2,7,5,0,0-1万
958,2,2014,0,0,1,0,0,1,1,7,5,0,0-1万
959,2,2014,0,0,1,0,1,6,2,7,5,1,0万
960,2,2014,0,0,1,0,0,1,1,7,5,0,0-1万
961,2,2014,0,0,1,0,0,1,1,7,5,1,0万
962,2,2014,0,0,1,0,0,1,1,7,5,0,0-1万
963,2,2014,0,0,1,0,0,1,2,7,5,0,0-1万
964,2,2016,0,0,0,1,1,3,4,3,4,1,0万
965,2,2015,0,0,0,0,0,1,0,2,5,1,0万
966,2,2017,0,0,0,1,0,3,2,4,4,0,1-10万
967,2,2018,0,0,0,0,1,5,2,4,5,0,0-1万
968,2,2017,0,0,0,0,1,3,2,4,4,0,1-10万
969,2,2018,0,0,0,0,1,2,2,4,5,0,1-10万
970,2,2017,0,0,0,0,1,3,2,4,4,0,1-10万
971,2,2017,0,0,0,0,1,3,2,4,3,0,1-10万
972,2,2017,0,0,0,1,0,3,0,4,5,0,1-10万
973,2,2017,0,0,0,1,0,3,0,4,5,0,1-10万
974,2,2017,0,0,0,0,1,3,2,4,4,0,1-10万
975,2,2018,0,0,0,0,1,3,2,4,5,0,1-10万
976,2,2018,0,0,0,0,1,4,2,4,4,0,1-10万
977,2,2018,0,0,0,0,1,3,2,4,5,0,1-10万
978,2,2017,0,0,0,0,0,2,2,4,4,0,1-10万
979,2,2016,0,0,0,1,1,3,2,4,5,0,1-10万
980,2,2017,0,0,0,0,0,2,2,4,5,0,0-1万
981,2,2017,0,0,0,0,0,3,2,4,1,1,0万
982,2,2015,0,0,0,0,0,2,2,3,5,0,1-10万
983,2,2015,0,0,0,0,0,2,2,3,5,0,1-10万
984,2,2015,0,0,0,0,1,2,2,7,5,0,0-1万
985,2,2015,0,0,0,1,1,4,2,7,5,0,1-10万
986,2,2015,0,0,0,0,1,3,2,7,5,0,1-10万
987,2,2015,0,0,0,0,1,3,2,7,5,0,1-10万
988,2,2016,0,0,0,1,1,6,2,1,5,0,0-1万
989,2,2015,0,0,0,0,0,2,2,7,5,0,0-1万
990,2,2015,0,0,0,0,1,6,3,3,5,1,0万
991,2,2015,0,0,0,0,0,1,2,3,5,0,0-1万
992,2,2016,0,0,0,1,1,3,3,6,5,0,1-10万
993,2,2016,0,0,0,0,1,4,4,3,5,0,10-20万
994,2,2016,0,0,0,0,1,6,4,7,5,0,10-20万
995,2,2016,0,0,0,1,1,6,3,3,4,1,0万
996,2,2017,0,0,0,0,1,6,3,4,3,0,10-20万
997,2,2018,0,0,0,1,1,4,4,4,5,0,0-1万
998,2,2014,0,0,0,0,1,3,2,7,3,0,1-10万
999,2,2014,0,0,0,0,1,3,2,7,4,0,1-10万
1000,2,2014,0,0,0,0,0,1,0,7,3,0,1-10万
1001,2,2015,1,0,1,0,1,6,0,3,5,0,1-10万
1002,2,2017,0,0,0,0,1,5,3,3,5,0,10-20万
1003,2,2016,0,0,0,1,1,6,4,4,5,1,0万
1004,2,2015,0,0,0,0,1,3,3,7,5,0,1-10万
1005,2,2014,0,0,0,1,1,3,4,3,4,1,0万
1006,2,2018,0,1,1,0,0,1,0,1,5,0,1-10万
1007,2,2017,0,0,0,0,0,2,0,7,5,1,0万
1008,2,2015,0,0,0,1,1,5,2,7,5,0,1-10万
1009,2,2015,0,0,0,1,1,4,2,3,5,0,1-10万
1010,2,2016,0,0,0,1,1,4,2,3,5,0,0-1万
1011,2,2016,0,0,0,0,1,3,3,4,4,0,1-10万
1012,2,2017,0,0,1,0,1,3,4,3,4,0,1-10万
1013,2,2017,0,0,1,1,1,6,3,3,5,0,10-20万
1014,2,2018,0,0,1,0,1,5,4,2,5,0,10-20万
1015,2,2018,0,0,1,1,1,6,2,3,4,1,0万
1016,2,2018,0,0,1,1,1,6,2,3,4,0,1-10万
1017,2,2017,0,0,1,1,1,5,0,3,5,0,10-20万
1018,2,2015,0,0,0,1,1,6,4,3,5,0,1-10万
1019,2,2015,0,0,0,1,1,6,0,3,4,0,1-10万
1020,2,2015,0,0,0,1,1,5,6,3,5,0,50-100万
1021,2,2015,0,0,0,1,1,6,0,3,4,0,1-10万
1022,2,2016,0,0,0,0,1,3,2,3,5,0,1-10万
1023,2,2016,0,0,0,0,1,4,2,3,5,0,0-1万
1024,2,2015,0,0,0,1,1,6,4,3,5,0,1-10万
1025,2,2015,0,0,0,0,1,3,3,3,5,0,1-10万
1026,2,2015,0,0,0,1,1,3,0,3,4,0,0-1万
1027,2,2017,0,0,1,1,1,6,4,3,4,0,1-10万
1028,2,2017,0,0,1,0,1,4,4,3,4,0,1-10万
1029,2,2017,0,0,1,0,1,6,0,3,4,0,10-20万
1030,2,2016,0,0,1,1,1,4,3,3,5,0,1-10万
1031,2,2016,0,0,1,0,0,1,3,3,3,0,1-10万
1032,2,2015,0,0,1,1,1,6,4,3,5,0,1-10万
1033,2,2015,0,0,1,1,1,6,4,3,5,0,1-10万
1034,2,2015,0,0,1,0,1,5,4,4,5,0,10-20万
1035,2,2015,0,0,1,1,1,6,4,4,5,0,1-10万
1036,2,2015,0,0,1,1,1,6,4,3,4,0,10-20万
1037,2,2016,0,0,1,0,1,6,6,3,3,1,0万
1038,2,2016,0,0,1,0,1,2,4,4,4,0,1-10万
1039,2,2016,0,0,1,0,1,3,4,4,5,0,1-10万
1040,2,2017,0,0,1,0,1,3,3,4,5,0,1-10万
1041,2,2018,0,0,1,0,1,3,4,4,5,0,1-10万
1042,2,2018,0,0,1,0,1,3,4,4,5,0,10-20万
1043,2,2016,0,0,1,0,1,3,4,4,5,0,10-20万
1044,2,2016,0,0,1,0,1,3,5,4,5,0,50-100万
1045,2,2016,0,0,1,0,1,2,4,4,5,0,1-10万
1046,2,2015,0,0,1,1,1,6,4,4,5,0,10-20万
1047,2,2016,0,0,1,0,1,4,4,4,5,0,1-10万
1048,2,2015,0,0,1,1,1,6,0,4,5,0,10-20万
1049,2,2016,0,0,1,0,1,2,4,4,5,0,1-10万
1050,2,2015,0,0,1,1,1,6,3,3,5,0,1-10万
1051,2,2016,0,0,1,1,1,3,3,3,5,0,1-10万
1052,2,2018,0,0,1,0,1,3,3,5,5,0,1-10万
1053,2,2016,0,0,1,0,1,3,4,3,3,0,20-50万
1054,2,2019,0,0,0,0,1,6,0,3,5,0,1-10万
1055,2,2014,0,0,0,0,0,1,4,1,5,0,0-1万
1056,2,2015,0,0,0,0,0,1,3,7,5,0,0-1万
1057,2,2014,0,0,0,0,0,1,4,1,5,0,0-1万
1058,2,2015,0,0,0,0,0,1,3,7,5,1,0万
1059,2,2015,0,0,0,0,1,3,4,7,5,1,0万
1060,2,2014,0,0,0,0,0,1,3,7,5,1,0万
1061,2,2015,0,0,0,0,0,1,3,7,5,0,1-10万
1062,2,2014,0,0,0,0,0,1,4,1,5,0,0-1万
1063,2,2014,0,0,0,0,0,1,0,3,4,0,1-10万
1064,2,2018,0,0,0,0,0,2,2,4,3,0,1-10万
1065,2,2017,0,0,0,0,1,2,2,4,5,0,0-1万
1066,2,2017,0,0,0,0,1,3,2,4,5,0,0-1万
1067,2,2015,0,0,0,0,0,2,2,4,5,0,0-1万
1068,2,2015,0,0,0,0,0,2,2,4,5,1,0万
1069,2,2016,0,0,0,0,0,2,2,4,5,0,0-1万
1070,2,2016,0,0,0,0,0,1,2,4,5,0,0-1万
1071,2,2016,0,0,0,0,0,2,2,4,5,0,0-1万
1072,2,2016,0,0,0,0,0,1,2,4,4,0,1-10万
1073,2,2016,0,0,0,0,0,1,2,4,5,0,1-10万
1074,2,2015,0,0,0,1,0,3,3,4,3,1,0万
1075,2,2015,0,0,0,0,0,1,0,4,5,0,0-1万
1076,2,2015,0,1,1,1,1,4,3,3,4,0,1-10万
