result,features,predicted_softmax_vector,start_time,stop_time,total_time
10-20Íò,[[1. 1. 0. 1. 0. 1. 4. 4. 2. 5. 0.]],"[[2.4277189e-09 6.9869151e-05 5.8857645e-03 9.7698736e-01 1.1035120e-02
  4.4503176e-06 5.9229452e-03 9.4447263e-05]]",2020-04-27 15:40:19.666088,2020-04-27 15:40:22.235468,569.38
